"Year"	"Level"	"Grade"	"District Name"	"District Number"	"School Name"	"School Number"	"Agency Type"	"Agency Key"	"CESA"	"Total Enrollment-WSAS"	"Item Type"	"Subject"	"Subject Code "	"Number Tested on WKCE in Subject"	"Percent of Enrolled who were Tested on WKCE in Subject"	"Standard/Framework Name"	"Standard/Framework Code"	"Filler"	"Item Number"	"Depth of Knowledge"	"Average(SR) Total(CR)"	"Number of Responses(SR) Points Possible(CR)"	"Correct Response"	"State PCNT Correct Response(SR) State Avg(CR)"	"CESA PCNT Correct Response(SR) CESA Avg(CR)"	"District PCNT Correct Response(SR) District Avg(CR)"	"School PCNT Correct Response(SR) School Avg(CR)"	"Difference:  Current Level Minus State(SR)"	"Difference: Current Level Minus CESA(SR)"	"Difference: Current Level Minus District(SR)"	"Number Answering A or F (1)(SR) 0 Points(CR)"	"Number Answering B or G (2)(SR) 1 Point(CR)"	"Number Answering C or H (3)(SR) 2 Points(CR)"	"Number Answering D or J (4)(SR) 3 Points(CR)"	"Number Answering E or K (5)(SR) 4 Points(CR)"	"Number left blank or multiple marks(SR) 5 Points(CR)"	"Unused(SR) Number 6 Points(CR)"	"Unused(SR) Number Left Blank or Erased(CR)"	"Unused(SR) Number Off Topic or Illegible(CR)"	"Percent Answering A or F (1)(SR) 0 Points(CR)"	"Percent Answering B or G (2)(SR) 1 Point(CR)"	"Percent Answering C or H (3)(SR) 2 Points(CR)"	"Percent Answering D or J (4)(SR) 3 Points(CR)"	"Percent Answering E or K (5)(SR) 4 Points(CR)"	"Percent Left blank or multiple marks(SR) 5 Points(CR)"	"Unused(SR) PCNT 6 Points(CR)"	"Unused(SR) PCNT Left Blank or Erased(CR)"	"Unused(SR) PCNT Off Topic or Illegible(CR)"
2014	2	"07"	"MEDFORD"	"3409"		"0000"	"03"	"12803"	"10"	176	"CR"	"Reading"		167	95	"Analyzes Text"	"3.0"		"000"		"Total"	" 3"		" 1.5"		" 1.7"		"+0.2"																				
2014	2	"07"	"MEDFORD"	"3409"		"0000"	"03"	"12803"	"10"	176	"CR"	"Reading"		167	95	"Evaluates/Extends Text"	"4.3"		"56"	"3"		" 3"		" 0.6"		" 0.5"		"-0.1"			"   96"	"   59"	"   12"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 57"	" 35"	"  7"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"MEDFORD"	"3409"		"0000"	"03"	"12803"	"10"	176	"CR"	"Reading"		167	95	"Evaluates/Extends Text"	"4.0"		"000"		"Total"	" 3"		" 0.6"		" 0.5"		"-0.1"																				
2014	2	"07"	"MEDFORD"	"3409"		"0000"	"03"	"12803"	"10"	176	"CR"	"Mathematics"		167	95	"Mathematical Processes"			"32B"	"3"		" 2"		" 0.6"		" 0.7"		"+0.1"			"   45"	"  120"	"    2"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 27"	" 72"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"MEDFORD"	"3409"		"0000"	"03"	"12803"	"10"	176	"CR"	"Mathematics"		167	95	"Mathematical Processes"	"A.b"		" 4B"	"3"		" 2"		" 1.3"		" 1.3"		" 0.0"			"   38"	"   33"	"   95"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 23"	" 20"	" 57"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	2	"07"	"MEDFORD"	"3409"		"0000"	"03"	"12803"	"10"	176	"CR"	"Mathematics"		167	95	"Mathematical Processes"	"A.c"		"29B"	"3"		" 2"		" 1.3"		" 1.3"		" 0.0"			"   42"	"   39"	"   85"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 25"	" 23"	" 51"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	2	"07"	"MEDFORD"	"3409"		"0000"	"03"	"12803"	"10"	176	"CR"	"Mathematics"		167	95	"Mathematical Processes"	"A.0"		"000"		"Total"	" 6"		" 3.3"		" 3.3"		" 0.0"																				
2014	2	"07"	"MEDFORD"	"3409"		"0000"	"03"	"12803"	"10"	176	"CR"	"Mathematics"		167	95	"Geometry"	"C.a"		"32A"	"1"		" 1"		" 0.5"		" 0.6"		"+0.1"			"   65"	"  102"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 39"	" 61"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"MEDFORD"	"3409"		"0000"	"03"	"12803"	"10"	176	"CR"	"Mathematics"		167	95	"Geometry"	"C.c"		"29A"	"1"		" 1"		" 0.5"		" 0.6"		"+0.1"			"   65"	"  102"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 39"	" 61"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"MEDFORD"	"3409"		"0000"	"03"	"12803"	"10"	176	"CR"	"Mathematics"		167	95	"Geometry"	"C.0"		"000"		"Total"	" 2"		" 1.0"		" 1.2"		"+0.2"																				
2014	2	"07"	"MEDFORD"	"3409"		"0000"	"03"	"12803"	"10"	176	"CR"	"Mathematics"		167	95	"Statistics/Probability"	"E.b"		"51"	"3"		" 2"		" 0.8"		" 0.8"		" 0.0"			"   62"	"   72"	"   33"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 37"	" 43"	" 20"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"MEDFORD"	"3409"		"0000"	"03"	"12803"	"10"	176	"CR"	"Mathematics"		167	95	"Statistics/Probability"	"E.0"		"000"		"Total"	" 2"		" 0.8"		" 0.8"		" 0.0"																				
2014	2	"07"	"MEDFORD"	"3409"		"0000"	"03"	"12803"	"10"	176	"CR"	"Mathematics"		167	95	"Algebraic Relationships"	"F.a"		" 4A"	"2"		" 1"		" 0.7"		" 0.7"		" 0.0"			"   43"	"  123"	"    0"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 26"	" 74"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	2	"07"	"MEDFORD"	"3409"		"0000"	"03"	"12803"	"10"	176	"CR"	"Mathematics"		167	95	"Algebraic Relationships"	"F.0"		"000"		"Total"	" 1"		" 0.7"		" 0.7"		" 0.0"																				
2014	2	"07"	"MONDOVI"	"3668"		"0000"	"03"	"15919"	"10"	69	"CR"	"Reading"		68	99	"Analyzes Text"	"3.2"		"36"	"3"		" 3"		" 1.5"		" 1.7"		"+0.2"			"   13"	"    9"	"   32"	"   14"	"    0"	"    0"	"    0"	"    0"	"    0"	" 19"	" 13"	" 47"	" 21"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"MONDOVI"	"3668"		"0000"	"03"	"15919"	"10"	69	"CR"	"Reading"		68	99	"Analyzes Text"	"3.0"		"000"		"Total"	" 3"		" 1.5"		" 1.7"		"+0.2"																				
2014	2	"07"	"MONDOVI"	"3668"		"0000"	"03"	"15919"	"10"	69	"CR"	"Reading"		68	99	"Evaluates/Extends Text"	"4.3"		"56"	"3"		" 3"		" 0.6"		" 0.6"		" 0.0"			"   40"	"   16"	"    6"	"    4"	"    0"	"    0"	"    0"	"    2"	"    0"	" 59"	" 24"	"  9"	"  6"	"  0"	"  0"	"  0"	"  3"	"  0"
2014	2	"07"	"MONDOVI"	"3668"		"0000"	"03"	"15919"	"10"	69	"CR"	"Reading"		68	99	"Evaluates/Extends Text"	"4.0"		"000"		"Total"	" 3"		" 0.6"		" 0.6"		" 0.0"																				
2014	2	"07"	"MONDOVI"	"3668"		"0000"	"03"	"15919"	"10"	69	"CR"	"Mathematics"		68	99	"Mathematical Processes"			"32B"	"3"		" 2"		" 0.6"		" 0.4"		"-0.2"			"   38"	"   27"	"    1"	"    0"	"    0"	"    0"	"    0"	"    2"	"    0"	" 56"	" 40"	"  1"	"  0"	"  0"	"  0"	"  0"	"  3"	"  0"
2014	2	"07"	"MONDOVI"	"3668"		"0000"	"03"	"15919"	"10"	69	"CR"	"Mathematics"		68	99	"Mathematical Processes"	"A.b"		" 4B"	"3"		" 2"		" 1.3"		" 1.2"		"-0.1"			"   21"	"    7"	"   37"	"    0"	"    0"	"    0"	"    0"	"    3"	"    0"	" 31"	" 10"	" 54"	"  0"	"  0"	"  0"	"  0"	"  4"	"  0"
2014	2	"07"	"MONDOVI"	"3668"		"0000"	"03"	"15919"	"10"	69	"CR"	"Mathematics"		68	99	"Mathematical Processes"	"A.c"		"29B"	"3"		" 2"		" 1.3"		" 1.6"		"+0.3"			"    8"	"    9"	"   50"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 12"	" 13"	" 74"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	2	"07"	"MONDOVI"	"3668"		"0000"	"03"	"15919"	"10"	69	"CR"	"Mathematics"		68	99	"Mathematical Processes"	"A.0"		"000"		"Total"	" 6"		" 3.3"		" 3.2"		"-0.1"																				
2014	2	"07"	"MONDOVI"	"3668"		"0000"	"03"	"15919"	"10"	69	"CR"	"Mathematics"		68	99	"Geometry"	"C.a"		"32A"	"1"		" 1"		" 0.5"		" 0.2"		"-0.3"			"   51"	"   16"	"    0"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 75"	" 24"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	2	"07"	"MONDOVI"	"3668"		"0000"	"03"	"15919"	"10"	69	"CR"	"Mathematics"		68	99	"Geometry"	"C.c"		"29A"	"1"		" 1"		" 0.5"		" 0.4"		"-0.1"			"   41"	"   27"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 60"	" 40"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"MONDOVI"	"3668"		"0000"	"03"	"15919"	"10"	69	"CR"	"Mathematics"		68	99	"Geometry"	"C.0"		"000"		"Total"	" 2"		" 1.0"		" 0.6"		"-0.4"																				
2014	2	"07"	"MONDOVI"	"3668"		"0000"	"03"	"15919"	"10"	69	"CR"	"Mathematics"		68	99	"Statistics/Probability"	"E.b"		"51"	"3"		" 2"		" 0.8"		" 0.9"		"+0.1"			"   29"	"   17"	"   22"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 43"	" 25"	" 32"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"MONDOVI"	"3668"		"0000"	"03"	"15919"	"10"	69	"CR"	"Mathematics"		68	99	"Statistics/Probability"	"E.0"		"000"		"Total"	" 2"		" 0.8"		" 0.9"		"+0.1"																				
2014	2	"07"	"MONDOVI"	"3668"		"0000"	"03"	"15919"	"10"	69	"CR"	"Mathematics"		68	99	"Algebraic Relationships"	"F.a"		" 4A"	"2"		" 1"		" 0.7"		" 0.6"		"-0.1"			"   23"	"   43"	"    0"	"    0"	"    0"	"    0"	"    0"	"    2"	"    0"	" 34"	" 63"	"  0"	"  0"	"  0"	"  0"	"  0"	"  3"	"  0"
2014	2	"07"	"MONDOVI"	"3668"		"0000"	"03"	"15919"	"10"	69	"CR"	"Mathematics"		68	99	"Algebraic Relationships"	"F.0"		"000"		"Total"	" 1"		" 0.7"		" 0.6"		"-0.1"																				
2014	2	"07"	"NEILLSVILLE"	"3899"		"0000"	"03"	"12943"	"10"	64	"CR"	"Reading"		64	100	"Analyzes Text"	"3.2"		"36"	"3"		" 3"		" 1.5"		" 1.4"		"-0.1"			"   11"	"   19"	"   28"	"    5"	"    0"	"    0"	"    0"	"    1"	"    0"	" 17"	" 30"	" 44"	"  8"	"  0"	"  0"	"  0"	"  2"	"  0"
2014	2	"07"	"NEILLSVILLE"	"3899"		"0000"	"03"	"12943"	"10"	64	"CR"	"Reading"		64	100	"Analyzes Text"	"3.0"		"000"		"Total"	" 3"		" 1.5"		" 1.4"		"-0.1"																				
2014	2	"07"	"NEILLSVILLE"	"3899"		"0000"	"03"	"12943"	"10"	64	"CR"	"Reading"		64	100	"Evaluates/Extends Text"	"4.3"		"56"	"3"		" 3"		" 0.6"		" 0.3"		"-0.3"			"   43"	"   17"	"    2"	"    0"	"    0"	"    0"	"    0"	"    2"	"    0"	" 67"	" 27"	"  3"	"  0"	"  0"	"  0"	"  0"	"  3"	"  0"
2014	2	"07"	"NEILLSVILLE"	"3899"		"0000"	"03"	"12943"	"10"	64	"CR"	"Reading"		64	100	"Evaluates/Extends Text"	"4.0"		"000"		"Total"	" 3"		" 0.6"		" 0.3"		"-0.3"																				
2014	2	"07"	"NEILLSVILLE"	"3899"		"0000"	"03"	"12943"	"10"	64	"CR"	"Mathematics"		64	100	"Mathematical Processes"			"32B"	"3"		" 2"		" 0.6"		" 0.8"		"+0.2"			"   10"	"   51"	"    0"	"    0"	"    0"	"    0"	"    0"	"    3"	"    0"	" 16"	" 80"	"  0"	"  0"	"  0"	"  0"	"  0"	"  5"	"  0"
2014	2	"07"	"NEILLSVILLE"	"3899"		"0000"	"03"	"12943"	"10"	64	"CR"	"Mathematics"		64	100	"Mathematical Processes"	"A.b"		" 4B"	"3"		" 2"		" 1.3"		" 1.3"		" 0.0"			"   17"	"    8"	"   38"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 27"	" 13"	" 59"	"  0"	"  0"	"  0"	"  0"	"  2"	"  0"
2014	2	"07"	"NEILLSVILLE"	"3899"		"0000"	"03"	"12943"	"10"	64	"CR"	"Mathematics"		64	100	"Mathematical Processes"	"A.c"		"29B"	"3"		" 2"		" 1.3"		" 1.7"		"+0.4"			"    6"	"   10"	"   48"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"  9"	" 16"	" 75"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"NEILLSVILLE"	"3899"		"0000"	"03"	"12943"	"10"	64	"CR"	"Mathematics"		64	100	"Mathematical Processes"	"A.0"		"000"		"Total"	" 6"		" 3.3"		" 3.8"		"+0.5"																				
2014	2	"07"	"NEILLSVILLE"	"3899"		"0000"	"03"	"12943"	"10"	64	"CR"	"Mathematics"		64	100	"Geometry"	"C.a"		"32A"	"1"		" 1"		" 0.5"		" 0.6"		"+0.1"			"   27"	"   37"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 42"	" 58"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"NEILLSVILLE"	"3899"		"0000"	"03"	"12943"	"10"	64	"CR"	"Mathematics"		64	100	"Geometry"	"C.c"		"29A"	"1"		" 1"		" 0.5"		" 0.6"		"+0.1"			"   27"	"   37"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 42"	" 58"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"NEILLSVILLE"	"3899"		"0000"	"03"	"12943"	"10"	64	"CR"	"Mathematics"		64	100	"Geometry"	"C.0"		"000"		"Total"	" 2"		" 1.0"		" 1.2"		"+0.2"																				
2014	2	"07"	"NEILLSVILLE"	"3899"		"0000"	"03"	"12943"	"10"	64	"CR"	"Mathematics"		64	100	"Statistics/Probability"	"E.b"		"51"	"3"		" 2"		" 0.8"		" 0.8"		" 0.0"			"   24"	"   29"	"   11"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 38"	" 45"	" 17"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"NEILLSVILLE"	"3899"		"0000"	"03"	"12943"	"10"	64	"CR"	"Mathematics"		64	100	"Statistics/Probability"	"E.0"		"000"		"Total"	" 2"		" 0.8"		" 0.8"		" 0.0"																				
2014	2	"07"	"NEILLSVILLE"	"3899"		"0000"	"03"	"12943"	"10"	64	"CR"	"Mathematics"		64	100	"Algebraic Relationships"	"F.a"		" 4A"	"2"		" 1"		" 0.7"		" 0.8"		"+0.1"			"   14"	"   50"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 22"	" 78"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"NEILLSVILLE"	"3899"		"0000"	"03"	"12943"	"10"	64	"CR"	"Mathematics"		64	100	"Algebraic Relationships"	"F.0"		"000"		"Total"	" 1"		" 0.7"		" 0.8"		"+0.1"																				
2014	2	"07"	"NEW AUBURN"	"3920"		"0000"	"03"	"15943"	"10"	17	"CR"	"Reading"		17	100	"Analyzes Text"	"3.2"		"36"	"3"		" 3"		" 1.5"		" 1.2"		"-0.3"			"    5"	"    6"	"    4"	"    2"	"    0"	"    0"	"    0"	"    0"	"    0"	" 29"	" 35"	" 24"	" 12"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"NEW AUBURN"	"3920"		"0000"	"03"	"15943"	"10"	17	"CR"	"Reading"		17	100	"Analyzes Text"	"3.0"		"000"		"Total"	" 3"		" 1.5"		" 1.2"		"-0.3"																				
2014	2	"07"	"NEW AUBURN"	"3920"		"0000"	"03"	"15943"	"10"	17	"CR"	"Reading"		17	100	"Evaluates/Extends Text"	"4.3"		"56"	"3"		" 3"		" 0.6"		" 0.6"		" 0.0"			"    7"	"    9"	"    1"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 41"	" 53"	"  6"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"NEW AUBURN"	"3920"		"0000"	"03"	"15943"	"10"	17	"CR"	"Reading"		17	100	"Evaluates/Extends Text"	"4.0"		"000"		"Total"	" 3"		" 0.6"		" 0.6"		" 0.0"																				
2014	2	"07"	"NEW AUBURN"	"3920"		"0000"	"03"	"15943"	"10"	17	"CR"	"Mathematics"		17	100	"Mathematical Processes"			"32B"	"3"		" 2"		" 0.6"		" 0.2"		"-0.4"			"   14"	"    3"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 82"	" 18"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"NEW AUBURN"	"3920"		"0000"	"03"	"15943"	"10"	17	"CR"	"Mathematics"		17	100	"Mathematical Processes"	"A.b"		" 4B"	"3"		" 2"		" 1.3"		" 1.1"		"-0.2"			"    7"	"    1"	"    9"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 41"	"  6"	" 53"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"NEW AUBURN"	"3920"		"0000"	"03"	"15943"	"10"	17	"CR"	"Mathematics"		17	100	"Mathematical Processes"	"A.c"		"29B"	"3"		" 2"		" 1.3"		" 1.7"		"+0.4"			"    2"	"    1"	"   14"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 12"	"  6"	" 82"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"NEW AUBURN"	"3920"		"0000"	"03"	"15943"	"10"	17	"CR"	"Mathematics"		17	100	"Mathematical Processes"	"A.0"		"000"		"Total"	" 6"		" 3.3"		" 3.0"		"-0.3"																				
2014	2	"07"	"NEW AUBURN"	"3920"		"0000"	"03"	"15943"	"10"	17	"CR"	"Mathematics"		17	100	"Geometry"	"C.a"		"32A"	"1"		" 1"		" 0.5"		" 0.1"		"-0.4"			"   15"	"    2"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 88"	" 12"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"NEW AUBURN"	"3920"		"0000"	"03"	"15943"	"10"	17	"CR"	"Mathematics"		17	100	"Geometry"	"C.c"		"29A"	"1"		" 1"		" 0.5"		" 0.2"		"-0.3"			"   14"	"    3"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 82"	" 18"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"NEW AUBURN"	"3920"		"0000"	"03"	"15943"	"10"	17	"CR"	"Mathematics"		17	100	"Geometry"	"C.0"		"000"		"Total"	" 2"		" 1.0"		" 0.3"		"-0.7"																				
2014	2	"07"	"NEW AUBURN"	"3920"		"0000"	"03"	"15943"	"10"	17	"CR"	"Mathematics"		17	100	"Statistics/Probability"	"E.b"		"51"	"3"		" 2"		" 0.8"		" 0.4"		"-0.4"			"   11"	"    5"	"    1"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 65"	" 29"	"  6"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"NEW AUBURN"	"3920"		"0000"	"03"	"15943"	"10"	17	"CR"	"Mathematics"		17	100	"Statistics/Probability"	"E.0"		"000"		"Total"	" 2"		" 0.8"		" 0.4"		"-0.4"																				
2014	2	"07"	"NEW AUBURN"	"3920"		"0000"	"03"	"15943"	"10"	17	"CR"	"Mathematics"		17	100	"Algebraic Relationships"	"F.a"		" 4A"	"2"		" 1"		" 0.7"		" 0.7"		" 0.0"			"    5"	"   12"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 29"	" 71"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"NEW AUBURN"	"3920"		"0000"	"03"	"15943"	"10"	17	"CR"	"Mathematics"		17	100	"Algebraic Relationships"	"F.0"		"000"		"Total"	" 1"		" 0.7"		" 0.7"		" 0.0"																				
2014	2	"07"	"OSSEO FAIRCH"	"4186"		"0000"	"03"	"15961"	"10"	71	"CR"	"Reading"		71	100	"Analyzes Text"	"3.2"		"36"	"3"		" 3"		" 1.5"		" 1.7"		"+0.2"			"   11"	"   10"	"   39"	"   11"	"    0"	"    0"	"    0"	"    0"	"    0"	" 15"	" 14"	" 55"	" 15"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"OSSEO FAIRCH"	"4186"		"0000"	"03"	"15961"	"10"	71	"CR"	"Reading"		71	100	"Analyzes Text"	"3.0"		"000"		"Total"	" 3"		" 1.5"		" 1.7"		"+0.2"																				
2014	2	"07"	"OSSEO FAIRCH"	"4186"		"0000"	"03"	"15961"	"10"	71	"CR"	"Reading"		71	100	"Evaluates/Extends Text"	"4.3"		"56"	"3"		" 3"		" 0.6"		" 0.3"		"-0.3"			"   53"	"   15"	"    3"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 75"	" 21"	"  4"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"OSSEO FAIRCH"	"4186"		"0000"	"03"	"15961"	"10"	71	"CR"	"Reading"		71	100	"Evaluates/Extends Text"	"4.0"		"000"		"Total"	" 3"		" 0.6"		" 0.3"		"-0.3"																				
2014	2	"07"	"OSSEO FAIRCH"	"4186"		"0000"	"03"	"15961"	"10"	71	"CR"	"Mathematics"		71	100	"Mathematical Processes"			"32B"	"3"		" 2"		" 0.6"		" 0.9"		"+0.3"			"   15"	"   46"	"   10"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 21"	" 65"	" 14"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"OSSEO FAIRCH"	"4186"		"0000"	"03"	"15961"	"10"	71	"CR"	"Mathematics"		71	100	"Mathematical Processes"	"A.b"		" 4B"	"3"		" 2"		" 1.3"		" 1.3"		" 0.0"			"   17"	"   11"	"   42"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 24"	" 15"	" 59"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	2	"07"	"OSSEO FAIRCH"	"4186"		"0000"	"03"	"15961"	"10"	71	"CR"	"Mathematics"		71	100	"Mathematical Processes"	"A.c"		"29B"	"3"		" 2"		" 1.3"		" 1.6"		"+0.3"			"   10"	"   11"	"   50"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 14"	" 15"	" 70"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"OSSEO FAIRCH"	"4186"		"0000"	"03"	"15961"	"10"	71	"CR"	"Mathematics"		71	100	"Mathematical Processes"	"A.0"		"000"		"Total"	" 6"		" 3.3"		" 3.8"		"+0.5"																				
2014	2	"07"	"OSSEO FAIRCH"	"4186"		"0000"	"03"	"15961"	"10"	71	"CR"	"Mathematics"		71	100	"Geometry"	"C.a"		"32A"	"1"		" 1"		" 0.5"		" 0.7"		"+0.2"			"   22"	"   49"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 31"	" 69"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"OSSEO FAIRCH"	"4186"		"0000"	"03"	"15961"	"10"	71	"CR"	"Mathematics"		71	100	"Geometry"	"C.c"		"29A"	"1"		" 1"		" 0.5"		" 0.6"		"+0.1"			"   29"	"   41"	"    0"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 41"	" 58"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	2	"07"	"OSSEO FAIRCH"	"4186"		"0000"	"03"	"15961"	"10"	71	"CR"	"Mathematics"		71	100	"Geometry"	"C.0"		"000"		"Total"	" 2"		" 1.0"		" 1.3"		"+0.3"																				
2014	2	"07"	"OSSEO FAIRCH"	"4186"		"0000"	"03"	"15961"	"10"	71	"CR"	"Mathematics"		71	100	"Statistics/Probability"	"E.b"		"51"	"3"		" 2"		" 0.8"		" 1.1"		"+0.3"			"   18"	"   27"	"   26"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 25"	" 38"	" 37"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"OSSEO FAIRCH"	"4186"		"0000"	"03"	"15961"	"10"	71	"CR"	"Mathematics"		71	100	"Statistics/Probability"	"E.0"		"000"		"Total"	" 2"		" 0.8"		" 1.1"		"+0.3"																				
2014	2	"07"	"OSSEO FAIRCH"	"4186"		"0000"	"03"	"15961"	"10"	71	"CR"	"Mathematics"		71	100	"Algebraic Relationships"	"F.a"		" 4A"	"2"		" 1"		" 0.7"		" 0.7"		" 0.0"			"   21"	"   50"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 30"	" 70"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"OSSEO FAIRCH"	"4186"		"0000"	"03"	"15961"	"10"	71	"CR"	"Mathematics"		71	100	"Algebraic Relationships"	"F.0"		"000"		"Total"	" 1"		" 0.7"		" 0.7"		" 0.0"																				
2014	2	"07"	"OWEN WITHEE"	"4207"		"0000"	"03"	"13004"	"10"	33	"CR"	"Reading"		33	100	"Analyzes Text"	"3.2"		"36"	"3"		" 3"		" 1.5"		" 1.5"		" 0.0"			"    5"	"    9"	"   15"	"    4"	"    0"	"    0"	"    0"	"    0"	"    0"	" 15"	" 27"	" 45"	" 12"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"OWEN WITHEE"	"4207"		"0000"	"03"	"13004"	"10"	33	"CR"	"Reading"		33	100	"Analyzes Text"	"3.0"		"000"		"Total"	" 3"		" 1.5"		" 1.5"		" 0.0"																				
2014	2	"07"	"OWEN WITHEE"	"4207"		"0000"	"03"	"13004"	"10"	33	"CR"	"Reading"		33	100	"Evaluates/Extends Text"	"4.3"		"56"	"3"		" 3"		" 0.6"		" 0.3"		"-0.3"			"   24"	"    8"	"    1"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 73"	" 24"	"  3"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	2	"07"	"OWEN WITHEE"	"4207"		"0000"	"03"	"13004"	"10"	33	"CR"	"Reading"		33	100	"Evaluates/Extends Text"	"4.0"		"000"		"Total"	" 3"		" 0.6"		" 0.3"		"-0.3"																				
